County,heart,medcare_full_cov_amt,Population,CrimeRatePer100K,state,Max AQI
2014_me_oxford,167.37142857142857,13337.0,4937,12659.51,me,90
2010_me_penobscot,104.32222222222222,28617.0,9482,14807.002,me,90
2011_me_penobscot,110.5,29321.0,61106,2186.3647,me,80
2012_me_penobscot,117.4888888888889,30159.0,10364,13151.293,me,87
2013_me_penobscot,125.45555555555555,30907.0,1225,104571.43,me,119
2014_me_penobscot,119.58888888888889,31591.0,3078,38239.117,me,76
2010_me_sagadahoc,116.08571428571429,6549.0,12368,2943.079,me,101
2011_me_sagadahoc,97.62857142857142,6818.0,12365,3267.2866,me,87
2012_me_sagadahoc,92.48571428571428,7114.0,8499,4988.8223,me,90
2013_me_sagadahoc,103.67142857142858,7431.0,12415,3036.6492,me,108
2014_me_sagadahoc,104.57142857142857,7694.0,8690,4395.8574,me,80
2010_me_washington,275.5,7876.0,3123,11687.4795,me,126
2011_me_washington,267.525,7996.0,23303,1480.4961,me,105
2012_me_washington,297.025,8176.0,3105,10434.782,me,67
2013_me_washington,280.375,8300.0,2173,13391.624,me,129
2014_me_washington,233.14999999999998,8421.0,3030,9801.98,me,84
2010_me_york,102.07777777777778,35389.0,7220,26883.656,me,174
2011_me_york,99.12222222222222,36681.0,21274,9250.729,me,151
2012_me_york,98.83333333333333,38136.0,8083,24038.105,me,140
2013_me_york,94.6888888888889,39950.0,7529,26192.057,me,147
2014_me_york,90.34444444444445,41470.0,7502,25206.611,me,101
2010_md_anne arundel,225.12857142857143,64551.0,38394,1580.9762,md,185
2011_md_anne arundel,208.0142857142857,66917.0,503995,117.858315,md,172
2012_md_anne arundel,216.47857142857143,69605.0,510404,112.65585,md,192
2013_md_anne arundel,200.87857142857143,72114.0,516681,100.06174,md,119
2014_md_anne arundel,190.66428571428574,74323.0,522228,113.934906,md,133
2010_md_baltimore,237.30357142857142,122655.0,805029,47.327488,md,210
2011_md_baltimore,220.17857142857142,124835.0,812661,37.161865,md,190
2012_md_baltimore,219.37857142857143,127823.0,817761,41.33237,md,204
2013_md_baltimore,226.76785714285714,131100.0,822814,34.27263,md,119
2014_md_baltimore,218.68571428571428,133988.0,828871,43.19128,md,136
2010_md_calvert,303.87,10169.0,88737,341.45847,md,182
2011_md_calvert,277.67,10637.0,89578,303.646,md,169
2012_md_calvert,295.1,11094.0,90118,306.26514,md,206
2013_md_calvert,257.89,11608.0,90031,299.8967,md,105
2014_md_calvert,250.91,11971.0,91047,304.23846,md,105
2010_md_carroll,156.26363636363638,23333.0,6728,8888.229,md,150
2011_md_carroll,145.07272727272726,24185.0,127446,466.07974,md,150
2012_md_carroll,138.14545454545453,25117.0,18786,2805.2805,md,159
2013_md_carroll,142.27272727272728,25832.0,126572,429.7949,md,101
2014_md_carroll,140.4181818181818,26552.0,6743,8423.551,md,84
2010_md_cecil,231.14444444444447,13351.0,71779,1400.131,md,161
2011_md_cecil,231.27777777777777,13974.0,659,155235.2,md,177
2012_md_cecil,203.26666666666668,14565.0,73456,1300.098,md,172
2013_md_cecil,208.97777777777776,15154.0,15629,6065.6475,md,143
2014_md_cecil,206.85555555555555,15543.0,3705,26153.848,md,150
2010_md_charles,228.89999999999998,14516.0,137798,328.74207,md,169
2011_md_charles,244.6916666666667,15158.0,139104,327.8123,md,182
2012_md_charles,253.6916666666667,15970.0,8982,4709.419,md,192
2013_md_charles,206.29166666666666,16660.0,143035,318.10397,md,97
2014_md_charles,214.3166666666667,17472.0,145533,301.64978,md,122
2010_md_dorchester,277.25,6332.0,12326,3569.6902,md,182
2011_md_dorchester,282.07000000000005,6536.0,12443,3600.4177,md,156
2012_md_dorchester,266.96,6724.0,12454,3380.4402,md,208
2013_md_dorchester,253.76999999999998,6885.0,2060,20097.088,md,108
2014_md_dorchester,262.74,7038.0,12669,3780.8823,md,90
2010_md_frederick,232.0,26580.0,65239,1089.8389,md,169
2011_md_frederick,213.1,27852.0,65858,1067.4481,md,150
2012_md_frederick,225.9909090909091,29088.0,66808,926.53577,md,174
2013_md_frederick,196.35,30221.0,162676,438.29453,md,119
2014_md_frederick,184.82500000000002,31396.0,163887,458.85275,md,80
2011_md_garrett,306.04285714285714,5912.0,28439,664.5803,md,119
2012_md_garrett,307.34285714285716,6098.0,28400,661.97186,md,154
2013_md_garrett,333.87142857142857,6216.0,27943,758.6873,md,122
2014_md_garrett,294.6,6366.0,27982,664.7131,md,87
2010_md_harford,218.65,32539.0,206795,396.52795,md,205
2011_md_harford,192.625,33792.0,208755,377.95502,md,209
2012_md_harford,174.88333333333333,35315.0,13166,5066.079,md,201
2013_md_harford,155.63333333333333,36750.0,10314,7339.5386,md,133
2014_md_harford,156.24166666666667,37921.0,211586,324.21805,md,133
2014_md_howard,138.77692307692308,32781.0,309341,93.74767,md,80
2010_md_kent,308.02,5023.0,13635,2405.5737,md,169
2011_md_kent,294.03000000000003,5150.0,5302,5884.572,md,187
2012_md_kent,292.96,5242.0,5305,5296.8896,md,190
2013_md_kent,285.03000000000003,5290.0,1321,22407.266,md,126
2014_md_kent,294.89,5415.0,5281,5074.7964,md,112
2010_md_montgomery,163.31333333333333,103175.0,16715,3122.9434,md,136
2011_md_montgomery,147.27333333333334,105842.0,962146,50.40815,md,156
2012_md_montgomery,150.26666666666668,109596.0,980160,39.687397,md,154
2013_md_montgomery,143.85333333333335,113358.0,17349,2005.8792,md,105
2014_md_montgomery,134.42,116958.0,1009176,51.82446,md,90
2010_md_washington,234.66250000000002,23524.0,39662,1598.5073,md,161
2011_md_washington,294.32222222222225,24175.0,40038,1516.0598,md,147
2012_md_washington,299.46666666666664,25014.0,40275,1527.002,md,151
2013_md_washington,316.0444444444445,25660.0,101064,586.7569,md,126
2014_md_washington,345.1,26237.0,101521,614.6511,md,100
2010_md_worcester,212.26999999999998,12300.0,7102,9532.526,md,187
2010_ma_barnstable,145.13333333333333,58957.0,19754,8833.654,ma,151
2011_ma_barnstable,139.7,60269.0,2960,61621.625,ma,112
2012_ma_barnstable,152.74444444444444,61895.0,5939,31991.916,ma,156
2013_ma_barnstable,158.10000000000002,63699.0,20713,8863.998,ma,129
2014_ma_barnstable,154.8777777777778,64968.0,12224,14414.268,ma,84
2010_ma_berkshire,105.32000000000001,27601.0,13708,8024.5117,ma,133
2011_ma_berkshire,101.81,28113.0,2044,51125.246,ma,156
2012_ma_berkshire,101.44,28746.0,44868,2126.237,ma,112
2013_ma_berkshire,115.9,29524.0,13516,7110.0923,ma,119
2014_ma_berkshire,107.84,30177.0,1224,72058.82,ma,92
2010_ma_bristol,128.04285714285714,91232.0,43593,6315.2344,ma,136
2011_ma_bristol,133.0857142857143,94233.0,34239,7745.5537,ma,150
2012_ma_bristol,128.14285714285714,97112.0,34368,7725.21,ma,161
2013_ma_bristol,123.42857142857143,100099.0,8996,28156.96,ma,161
2014_ma_bristol,122.15714285714286,102883.0,95366,2619.382,ma,84
2010_ma_dukes,226.1,3050.0,4067,7671.5024,ma,187
2011_ma_dukes,210.075,3195.0,3973,7827.838,ma,208
2012_ma_dukes,232.65,3387.0,4631,6348.5205,ma,187
2013_ma_dukes,201.125,3589.0,4252,5174.0356,ma,129
2014_ma_dukes,184.7,3781.0,4331,2955.4375,ma,87
2010_ma_essex,139.3357142857143,115622.0,47255,6710.4014,ma,156
2011_ma_essex,134.97142857142856,118830.0,6994,44323.707,ma,151
2012_ma_essex,129.94285714285715,122884.0,42025,7781.0825,ma,164
2013_ma_essex,115.67142857142856,126978.0,20209,16250.186,ma,126
2014_ma_essex,122.53571428571429,130631.0,20332,15896.124,ma,108
2014_ma_franklin,148.35,14550.0,17510,3557.967,ma,90
2010_ma_hampden,134.32307692307694,79243.0,9502,22174.28,ma,164
2011_ma_hampden,140.15384615384616,81177.0,40123,5251.352,ma,159
2012_ma_hampden,135.56153846153845,83268.0,55825,3829.8252,ma,147
2013_ma_hampden,134.40769230769232,85482.0,8716,23588.803,ma,140
2014_ma_hampden,130.87692307692308,87413.0,14541,13149.027,ma,100
2010_ma_hampshire,126.99090909090908,22675.0,9872,10828.606,ma,159
2011_ma_hampshire,115.31818181818181,23401.0,17621,6009.8745,ma,147
2012_ma_hampshire,100.28181818181817,24248.0,5288,21388.049,ma,140
2013_ma_hampshire,107.52727272727272,25153.0,39127,2719.3499,ma,115
2014_ma_hampshire,98.9,26066.0,28465,3671.1753,ma,100
2010_ma_middlesex,116.17333333333335,200875.0,12994,42658.15,ma,129
2011_ma_middlesex,106.92,205454.0,40488,13087.828,ma,151
2012_ma_middlesex,105.15333333333334,210502.0,22758,23002.9,ma,159
2013_ma_middlesex,100.36666666666666,216091.0,25435,20861.018,ma,101
2014_ma_middlesex,100.07333333333332,220912.0,39748,12697.494,ma,97
2010_ma_norfolk,119.77142857142857,97848.0,12024,24875.248,ma,143
2011_ma_norfolk,119.78571428571429,100014.0,28776,9841.534,ma,119
2012_ma_norfolk,118.92857142857143,102343.0,32624,8634.748,ma,133
2013_ma_norfolk,109.74285714285715,105404.0,93490,3104.0752,ma,115
2014_ma_norfolk,108.78571428571429,107194.0,11835,22154.627,ma,105
2010_ma_plymouth,140.51,74554.0,10506,28593.186,ma,85
2011_ma_plymouth,122.42999999999999,77698.0,25285,10559.62,ma,70
2012_ma_plymouth,118.47,81035.0,16215,16694.42,ma,75
2013_ma_plymouth,127.91,85049.0,14275,18633.975,ma,72
2014_ma_plymouth,134.75,88067.0,16200,16234.567,ma,92
2010_ma_suffolk,151.48,81470.0,17497,4989.427,ma,155
2011_ma_suffolk,141.34,83536.0,621359,139.6938,ma,123
2012_ma_suffolk,144.1,85653.0,35966,2416.1707,ma,160
2013_ma_suffolk,128.94666666666666,88548.0,643799,129.85419,ma,122
2014_ma_suffolk,134.14000000000001,90150.0,654413,127.44246,ma,84
2010_ma_worcester,133.81333333333333,114704.0,9268,54671.992,ma,143
2011_ma_worcester,141.75,117801.0,16821,30063.611,ma,159
2012_ma_worcester,130.28,121386.0,4737,108929.7,ma,166
2013_ma_worcester,124.56,124846.0,28312,17317.744,ma,112
2014_ma_worcester,127.14666666666668,128114.0,3224,140074.44,ma,115
2010_mi_allegan,188.3,16853.0,3804,12960.042,mi,122
2011_mi_allegan,173.5,17452.0,84721,720.0104,mi,179
2012_mi_allegan,159.92222222222225,18043.0,3802,15386.638,mi,195
2013_mi_allegan,168.25555555555556,18796.0,3953,14849.481,mi,154
2014_mi_allegan,157.9,19373.0,1387,42249.46,mi,151
2010_mi_bay,159.35555555555555,21780.0,34932,1497.1946,mi,103
2011_mi_bay,170.97777777777776,22408.0,34906,1458.202,mi,76
2012_mi_bay,165.73333333333332,22989.0,34742,1447.8153,mi,85
2013_mi_bay,190.07777777777778,23585.0,9555,5264.2593,mi,67
2014_mi_bay,162.5,23948.0,34307,1285.4519,mi,96
2013_mi_benzie,300.975,4628.0,16185,364.53506,mi,119
2014_mi_benzie,284.225,4707.0,16143,563.7118,mi,105
2010_mi_berrien,262.2,30138.0,9193,15283.367,mi,129
2011_mi_berrien,292.60833333333335,30666.0,10030,15034.895,mi,177
2012_mi_berrien,274.2416666666667,31472.0,51170,3087.7468,mi,208
2013_mi_berrien,224.6916666666667,32141.0,9953,13593.892,mi,126
2014_mi_berrien,204.86666666666667,32480.0,8247,15169.152,mi,133
2010_mi_cass,213.125,9585.0,6549,3084.4404,mi,108
2011_mi_cass,236.0875,10039.0,38061,336.30225,mi,154
2012_mi_cass,220.4375,10393.0,37897,657.04407,mi,203
2013_mi_cass,224.125,10727.0,38125,487.86887,mi,122
2014_mi_cass,186.55,11075.0,37831,576.247,mi,115
2010_mi_chippewa,295.06666666666666,6872.0,7561,3954.5034,mi,118
2011_mi_chippewa,325.23333333333335,6988.0,14133,1945.8005,mi,97
2012_mi_chippewa,338.25,7131.0,7595,3607.6367,mi,147
2013_mi_chippewa,319.96666666666664,7255.0,14203,1964.3737,mi,84
2014_mi_chippewa,309.7,7371.0,14084,2023.5729,mi,77
2010_mi_clinton,198.5111111111111,10555.0,32557,1354.5474,mi,115
2011_mi_clinton,212.8777777777778,11078.0,11589,3848.477,mi,122
2012_mi_clinton,205.55555555555554,11521.0,32619,1235.4762,mi,166
2013_mi_clinton,215.45555555555555,11954.0,4587,8415.086,mi,108
2014_mi_clinton,210.77777777777777,12371.0,33427,1073.982,mi,112
2010_mi_genesee,215.7846153846154,74750.0,7881,31290.445,mi,115
2011_mi_genesee,227.8923076923077,77146.0,102357,2588.001,mi,150
2012_mi_genesee,236.8846153846154,79547.0,101632,2605.4788,mi,172
2013_mi_genesee,235.46153846153845,81580.0,99941,2549.5042,mi,105
2014_mi_genesee,240.32307692307694,83058.0,19057,13748.229,mi,105
2010_mi_ingham,219.2357142857143,35498.0,48579,1877.3545,mi,112
2011_mi_ingham,214.8642857142857,36937.0,48542,1870.5452,mi,119
2012_mi_ingham,207.4,38347.0,61947,1454.4692,mi,147
2013_mi_ingham,229.02142857142857,39738.0,113907,769.0484,mi,101
2014_mi_ingham,219.57142857142858,40719.0,8271,9926.248,mi,93
2010_mi_kalamazoo,242.975,37088.0,97979,1163.5146,mi,119
2011_mi_kalamazoo,237.44166666666663,38209.0,74206,1440.5842,mi,133
2012_mi_kalamazoo,215.82500000000002,39447.0,892,115695.07,mi,192
2013_mi_kalamazoo,231.23333333333335,40657.0,75352,1343.03,mi,105
2014_mi_kalamazoo,208.4333333333333,41726.0,75857,1312.9968,mi,108
2010_mi_kent,268.3285714285714,80596.0,48707,3837.2307,mi,126
2011_mi_kent,284.40714285714284,83512.0,48670,3766.1807,mi,140
2012_mi_kent,279.27142857142854,86407.0,23783,7711.3906,mi,159
2013_mi_kent,283.8071428571429,89254.0,73786,2492.3428,mi,138
2014_mi_kent,271.75,91912.0,4257,41461.12,mi,121
2010_mi_lenawee,261.25,17848.0,2220,34684.684,mi,103
2011_mi_lenawee,259.24,18455.0,2218,34761.047,mi,154
2012_mi_lenawee,243.07,19108.0,21060,3846.154,mi,187
2013_mi_lenawee,243.69,19657.0,8567,4225.5166,mi,105
2014_mi_lenawee,219.88888888888889,20203.0,8407,5459.736,mi,129
2010_mi_macomb,252.6769230769231,137532.0,96796,3354.4775,mi,159
2011_mi_macomb,264.9923076923077,142377.0,73748,4212.9956,mi,159
2012_mi_macomb,259.26153846153846,146929.0,134340,2327.676,mi,202
2013_mi_macomb,273.9,150932.0,98071,3143.6409,mi,129
2014_mi_macomb,263.6923076923077,154384.0,12244,24028.096,mi,136
2010_mi_mason,189.53750000000002,6603.0,19415,1344.3214,mi,126
2011_mi_mason,202.0625,6808.0,19400,1288.6598,mi,172
2012_mi_mason,186.525,6990.0,8075,3417.9568,mi,156
2013_mi_mason,192.425,7168.0,19447,1321.5405,mi,112
2014_mi_mason,191.65,7313.0,8030,3362.391,mi,115
2010_mi_monroe,210.98000000000002,24394.0,1675,24656.717,mi,117
2011_mi_monroe,192.45999999999998,25312.0,115205,385.39993,mi,80
2012_mi_monroe,182.27,26262.0,115019,360.80994,mi,105
2013_mi_monroe,176.8,27104.0,20474,1846.244,mi,69
2014_mi_monroe,177.01,27880.0,20327,1825.1587,mi,94
2010_mi_muskegon,247.10833333333335,31193.0,38401,2325.4602,mi,129
2011_mi_muskegon,264.2,32215.0,23976,3703.7036,mi,197
2012_mi_muskegon,256.27500000000003,33123.0,38253,2459.9377,mi,195
2013_mi_muskegon,241.6916666666667,34018.0,36658,2411.4792,mi,126
2014_mi_muskegon,193.61666666666667,34716.0,10826,8692.038,mi,129
2010_mi_oakland,197.94666666666666,179348.0,6999,76368.055,mi,140
2011_mi_oakland,190.22666666666666,186836.0,71653,7077.1636,mi,154
2012_mi_oakland,196.99333333333334,194281.0,80316,6053.5884,mi,192
2013_mi_oakland,197.10666666666665,200348.0,896,544308.06,mi,119
2014_mi_oakland,200.94666666666666,205851.0,13057,35666.69,mi,112
2010_mi_ottawa,151.5818181818182,35789.0,10412,7875.5283,mi,119
2011_mi_ottawa,142.95,37260.0,216472,356.6281,mi,156
2012_mi_ottawa,130.92727272727274,39008.0,33294,2423.86,mi,161
2013_mi_ottawa,134.29999999999998,40415.0,10731,7445.7183,mi,115
2014_mi_ottawa,134.95454545454547,41983.0,5630,13516.875,mi,112
2010_mi_st. clair,286.8222222222222,28775.0,4248,18832.39,mi,150
2011_mi_st. clair,255.80000000000004,29771.0,95708,897.5216,mi,159
2012_mi_st. clair,259.96666666666664,30800.0,1940,44793.812,mi,202
2013_mi_st. clair,292.3666666666667,31732.0,29542,2867.1045,mi,146
2014_mi_st. clair,289.03333333333336,32510.0,98536,793.6186,mi,116
2010_mi_tuscola,182.21249999999998,10971.0,4229,6904.7056,mi,100
2011_mi_tuscola,168.9875,11322.0,2426,13478.978,mi,136
2012_mi_tuscola,175.3375,11719.0,38792,868.73584,mi,159
2013_mi_tuscola,195.2,12049.0,2635,13206.831,mi,112
2014_mi_tuscola,195.27499999999998,12372.0,39812,751.02985,mi,87
2010_mi_washtenaw,220.87692307692308,39531.0,19435,6627.219,mi,119
2011_mi_washtenaw,220.23076923076923,41368.0,19420,6498.455,mi,154
2012_mi_washtenaw,214.76153846153846,43321.0,19610,6522.1826,mi,164
2013_mi_washtenaw,196.9846153846154,45319.0,8387,14701.323,mi,101
2014_mi_washtenaw,181.60000000000002,46947.0,19901,5984.6235,mi,126
2010_mi_wayne,271.7375,280970.0,713777,907.7065,mi,140
2011_mi_wayne,255.29375000000002,286376.0,9472,66100.086,mi,154
2012_mi_wayne,246.01875,292141.0,97215,6358.0723,mi,208
2013_mi_wayne,232.375,296648.0,13922,45711.824,mi,129
2014_mi_wayne,234.2375,300170.0,94833,6366.9824,mi,147
2010_mi_wexford,185.025,6492.0,21093,1427.0137,mi,100
2011_mi_wexford,182.36249999999998,6674.0,21077,1404.3745,mi,147
2012_mi_wexford,165.6875,6884.0,21097,1094.9425,mi,126
2013_mi_wexford,167.2,7052.0,10239,2734.642,mi,100
2014_mi_wexford,154.2875,7183.0,10261,2436.4097,mi,100
2010_mn_anoka,102.85454545454546,36853.0,79497,2701.9888,mn,117
2011_mn_anoka,111.14545454545454,38868.0,17274,12915.364,mn,133
2012_mn_anoka,112.37272727272726,41029.0,10903,20049.527,mn,185
2013_mn_anoka,108.66363636363636,43309.0,17270,12101.911,mn,126
2014_mn_anoka,104.8090909090909,45409.0,6469,31009.43,mn,93
2013_mn_becker,164.95555555555555,7217.0,24379,98.44538,mn,77
2014_mn_beltrami,135.0111111111111,7397.0,30711,1400.1498,mn,64
2010_mn_crow wing,123.63749999999999,13537.0,7610,7135.348,mn,119
2011_mn_crow wing,130.625,13918.0,7669,7549.876,mn,112
2012_mn_crow wing,137.125,14416.0,7691,8009.3613,mn,98
2013_mn_crow wing,138.625,14859.0,13493,4446.75,mn,79
2014_mn_crow wing,153.97500000000002,15169.0,13462,4397.5635,mn,80
2010_mn_dakota,109.97500000000001,43382.0,18072,11448.65,mn,125
2011_mn_dakota,122.66666666666667,45585.0,56386,3906.998,mn,96
2012_mn_dakota,119.69166666666666,47963.0,18346,12351.466,mn,94
2013_mn_dakota,117.03333333333335,50438.0,19761,11224.128,mn,83
2014_mn_dakota,118.69166666666666,52727.0,65754,3437.0535,mn,86
2010_mn_goodhue,248.2875,8130.0,21642,2453.5625,mn,101
2011_mn_goodhue,293.175,8374.0,21808,2618.3052,mn,112
2012_mn_goodhue,282.3625,8618.0,16578,3287.4893,mn,90
2013_mn_goodhue,345.6125,8834.0,16489,3171.8115,mn,87
2014_mn_goodhue,376.5875,9039.0,3360,14047.62,mn,97
2010_mn_hennepin,140.34666666666666,141539.0,5379,86707.57,mn,128
2011_mn_hennepin,144.05333333333334,145812.0,11747,40503.957,mn,96
2012_mn_hennepin,138.92666666666668,150777.0,23568,20375.084,mn,104
2013_mn_hennepin,154.7,155635.0,73684,6407.0894,mn,93
2014_mn_hennepin,149.96666666666667,160147.0,12096,38764.883,mn,95
2010_mn_lyon,136.9625,4144.0,13680,2032.1637,mn,109
2011_mn_lyon,108.82857142857142,4168.0,10091,2725.2007,mn,101
2012_mn_lyon,117.475,4234.0,13788,1958.2246,mn,101
2013_mn_lyon,128.0375,4322.0,13370,2251.309,mn,101
2014_mn_lyon,145.4875,4385.0,13433,2225.8618,mn,109
2011_mn_mille lacs,218.2375,5137.0,4734,7646.81,mn,101
2010_mn_olmsted,192.0818181818182,19757.0,106769,457.99808,mn,123
2011_mn_olmsted,225.0727272727273,20374.0,37768,1249.7352,mn,99
2012_mn_olmsted,227.0181818181818,20945.0,108582,448.50897,mn,112
2013_mn_olmsted,228.3181818181818,21530.0,109675,460.45132,mn,100
2014_mn_olmsted,262.54545454545456,22176.0,38962,1285.8683,mn,103
2010_mn_ramsey,145.8857142857143,68034.0,21456,7354.586,mn,125
2011_mn_ramsey,152.32666666666668,69774.0,21622,7529.368,mn,95
2012_mn_ramsey,157.88,71805.0,5416,32514.771,mn,102
2013_mn_ramsey,159.32666666666668,73750.0,39765,4858.544,mn,99
2014_mn_ramsey,161.29333333333335,75725.0,22276,8524.87,mn,124
2010_mn_scott,161.48,10775.0,7321,14683.786,mn,120
2011_mn_scott,174.09,11375.0,27119,4144.696,mn,101
2012_mn_scott,161.85,12120.0,27635,3871.9016,mn,119
2013_mn_scott,171.83,12874.0,39214,2659.7644,mn,108
2014_mn_scott,167.1,13557.0,6880,15726.743,mn,90
2010_mn_stearns,166.0875,20463.0,65842,1746.6055,mn,120
2011_mn_stearns,166.175,20958.0,6767,17836.56,mn,101
2012_mn_stearns,162.3875,21499.0,4367,24776.734,mn,105
2013_mn_stearns,152.9875,22143.0,51189,2336.4395,mn,83
2014_mn_stearns,156.85000000000002,22807.0,51064,2330.409,mn,87
2010_mn_washington,117.85454545454544,27517.0,61961,2441.8584,mn,105
2011_mn_washington,121.22727272727273,29079.0,62439,2432.7744,mn,129
2012_mn_washington,115.3,30781.0,61885,2433.5461,mn,107
2013_mn_washington,102.33636363636364,32378.0,35339,4340.8135,mn,97
2014_mn_washington,100.2909090909091,34008.0,18770,8252.53,mn,98
2010_mn_winona,166.275,7422.0,27592,1830.2407,mn,93
2011_mn_winona,180.7,7596.0,4067,11285.96,mn,70
2012_mn_winona,176.4125,7819.0,27731,1691.248,mn,85
2013_mn_winona,201.4875,8016.0,28077,1535.0642,mn,57
2014_mn_winona,218.0375,8240.0,14430,2162.162,mn,110
2010_mn_wright,149.2625,13396.0,15453,3358.5713,mn,125
2011_mn_wright,165.725,13901.0,106783,454.19214,mn,105
2012_mn_wright,165.825,14624.0,108136,443.88547,mn,100
2013_mn_wright,176.7625,15312.0,15802,3005.9487,mn,89
2014_mn_wright,174.475,15918.0,15909,2803.4446,mn,112
2010_ms_adams,267.08000000000004,6521.0,16505,811.8751,ms,119
2011_ms_adams,239.93,6600.0,16567,1267.5801,ms,101
2010_ms_bolivar,524.63,6075.0,14224,2713.7234,ms,147
2011_ms_bolivar,501.21000000000004,6225.0,12381,1906.1465,ms,122
2012_ms_bolivar,482.73999999999995,6349.0,12228,2257.1147,ms,129
2013_ms_bolivar,524.3199999999999,6483.0,12174,2267.1267,ms,108
2014_ms_bolivar,481.68,6635.0,12467,296.7835,ms,90
2010_ms_desoto,406.37272727272733,18989.0,26066,3399.064,ms,147
2011_ms_desoto,402.70909090909095,19895.0,26165,2759.4114,ms,129
2012_ms_desoto,398.70909090909095,20840.0,34141,2378.372,ms,151
