id,Hazardous Days,Max AQI,90th Percentile AQI,Worse_than_average,Abbreviation,medcare_full_cov_amt,BENES_FFS_CNT,MA_enroll_amt,MA_full_cov_enroll_rate,BENE_AVG_AGE,BENE_FEML_PCT,BENE_MALE_PCT,BENE_RACE_WHT_PCT,BENE_RACE_BLACK_PCT,BENE_RACE_HSPNC_PCT,BENE_RACE_OTHR_PCT,BENE_DUAL_PCT,BENE_AVG_RISK_SCRE,TOT_MDCR_PYMT_AMT,TOT_MDCR_STDZD_PYMT_AMT,TOT_MDCR_STDZD_RA_PYMT_AMT,TOT_MDCR_PYMT_PC,TOT_MDCR_STDZD_PYMT_PC,TOT_MDCR_STDZD_RA_PYMT_PC,state,Population,#Crimes,Off0,Off1,Off2,Off3,CrimeRatePer100K,heart
2014_ca_yolo,0,101,60,1,ca,24834.0,12332.0,12502.0,0.5034,71.0,0.5279,0.4721,0.7109,0.0267,0.1692,0.0933,0.2221,0.9,1.0255724894E8,7.714403608E7,8.939426301E7,8316.35,6255.6,7248.97,ca,26283,1140,109,398,387,246,4337.4043,239.5071428571429
2014_ct_litchfield,0,129,58,1,ct,35280.0,27701.0,7579.0,0.2148,73.0,0.5592,0.4408,0.9434,0.0108,0.0155,0.0303,0.266,0.99,2.8210727332E8,2.3853411851E8,2.5365321629E8,10184.01,8611.03,9156.83,ct,7732,822,47,282,256,237,10631.144,94.5
2013_fl_palm beach,0,104,54,1,fl,272491.0,170538.0,101953.0,0.3742,75.0,0.565,0.435,0.8748,0.0557,0.0464,0.0231,0.1139,1.11,2.08375376024E9,2.01504533352E9,1.98322628877E9,12218.71,11815.81,11629.23,fl,5804,36,0,0,0,36,620.2619,104.77333333333334
2010_ks_neosho,0,47,34,0,ks,3268.0,3137.0,131.0,0.0401,73.0,0.5556,0.4444,0.9633,0.008,0.0191,0.0096,0.189,0.94,2.890442841E7,3.070711581E7,3.249371212E7,9214.04,9788.69,10358.21,ks,6243,135,5,34,31,65,2162.4219,88.05
2011_me_oxford,0,71,44,1,me,12284.0,10786.0,1498.0,0.1219,70.0,0.5359,0.4641,0.9818,0.0019,0.004,0.0123,0.4607,0.88,8.267865515E7,7.732560198E7,8.706453648E7,7665.37,7169.07,8071.99,me,5182,636,8,178,193,257,12273.254,163.4857142857143
2011_ma_berkshire,0,156,72,1,ma,28113.0,27344.0,769.0,0.0274,72.0,0.5617,0.4383,0.9598,0.0162,0.0097,0.0144,0.2583,0.96,2.7388919847E8,2.3792443677E8,2.5427362886E8,10016.43,8701.16,9299.06,ma,2044,1045,91,397,166,391,51125.246,101.80999999999999
2014_nc_cumberland,0,97,64,1,nc,44358.0,33308.0,11050.0,0.2491,69.0,0.5539,0.4461,0.5625,0.3612,0.0355,0.0407,0.2239,1.06,3.0871853567E8,3.0358552958E8,2.9995467764E8,9268.6,9114.49,9005.48,nc,16399,842,118,383,175,166,5134.4595,282.83846153846156
2014_or_linn,0,130,54,1,or,24122.0,11162.0,12960.0,0.5373,69.0,0.5159,0.4841,0.9445,0.0039,0.0202,0.0314,0.224,0.9,8.533435481E7,7.636702948E7,8.953727971E7,7645.08,6841.7,8021.62,or,9081,755,40,272,245,198,8314.0625,226.95999999999998
2011_sd_minnehaha,0,105,61,1,sd,24642.0,21356.0,3286.0,0.1333,72.0,0.5604,0.4396,0.9623,0.0086,0.0063,0.0229,0.1625,0.86,1.7139968197E8,1.6583109033E8,2.0613845842E8,8025.83,7765.08,9652.48,sd,2418,13,0,2,0,11,537.6344,180.975
2014_tx_navarro,0,93,58,1,tx,9085.0,7248.0,1837.0,0.2022,70.0,0.5404,0.4596,0.7855,0.1389,0.0643,0.0113,0.2671,1.0,7.515201833E7,7.708135096E7,7.82453237E7,10368.66,10634.84,10795.44,tx,22922,429,35,126,159,109,1871.5645,300.1272727272727
2014_wi_outagamie,0,111,63,1,wi,27814.0,11082.0,16732.0,0.6016,70.0,0.5507,0.4493,0.9116,0.0102,0.0141,0.0642,0.2279,0.92,8.217954198E7,8.248763939E7,9.551196747E7,7415.59,7443.39,8618.66,wi,21641,804,28,232,253,291,3715.1702,147.45454545454547
2010_az_yavapai,0,122,61,1,az,54106.0,42455.0,11651.0,0.2153,73.0,0.5283,0.4717,0.9427,0.0036,0.0362,0.0175,0.1122,0.86,3.1487848119E8,2.915132746E8,3.6537114227E8,7416.76,6866.41,8606.08,az,14287,692,40,242,197,213,4843.564,153.5
2010_ca_madera,0,201,90,1,ca,18464.0,12017.0,6447.0,0.3492,71.0,0.5135,0.4865,0.6765,0.0316,0.2566,0.0352,0.3322,0.99,1.0145907506E8,9.186403264E7,9.408328877E7,8442.96,7644.51,7829.18,ca,18720,654,62,248,226,118,3493.5898,377.11538461538464
2013_ca_tuolumne,0,119,64,1,ca,13521.0,12787.0,734.0,0.0543,72.0,0.5307,0.4693,0.9222,0.0037,0.0463,0.0278,0.1551,0.87,1.1449746719E8,9.009792362E7,1.119132393E8,8954.21,7046.06,8752.11,ca,48927,422,32,151,155,84,862.50946,148.82
2010_ga_hall,0,99,76,1,ga,23560.0,17450.0,6110.0,0.2593,71.0,0.5562,0.4438,0.9057,0.0515,0.0308,0.012,0.1799,0.98,1.5046749389E8,1.5116830083E8,1.6684596015E8,8622.78,8662.94,9561.37,ga,33804,717,40,222,249,206,2121.0508,132.75
2014_in_bartholomew,0,108,66,1,in,13748.0,11192.0,2556.0,0.1859,71.0,0.5638,0.4362,0.9601,0.0152,0.0065,0.0182,0.1804,0.97,9.700865305E7,9.550834292E7,1.0167932326E8,8667.68,8533.63,9085.0,in,33763,354,22,86,136,110,1048.485,140.9888888888889
2011_ks_leavenworth,0,147,71,1,ks,9863.0,8847.0,1016.0,0.103,72.0,0.5641,0.4359,0.9088,0.0638,0.0096,0.0179,0.1198,0.96,7.858995029E7,7.916966162E7,8.707564742E7,8883.23,8948.76,9842.39,ks,11337,552,43,150,177,182,4869.0127,92.5
2013_ky_boone,0,101,49,1,ky,15878.0,9761.0,6117.0,0.3853,70.0,0.5546,0.4454,0.9637,0.0114,0.0083,0.0166,0.1604,1.01,9.665416397E7,9.907020032E7,1.0328506046E8,9902.08,10149.6,10581.4,ky,93348,490,32,181,151,126,524.91754,250.68888888888887
2013_md_calvert,0,105,61,1,md,11608.0,11027.0,581.0,0.0501,72.0,0.5571,0.4429,0.8203,0.1476,0.0108,0.0213,0.1206,0.98,1.1603159876E8,9.568497356E7,1.0979074071E8,10522.5,8677.34,9956.54,md,90031,270,26,84,98,62,299.8967,257.89000000000004
2013_md_garrett,0,122,58,1,md,6216.0,5881.0,335.0,0.0539,72.0,0.5351,0.4649,0.983,0.0026,0.0019,0.0126,0.2149,0.93,5.156081064E7,4.374386655E7,5.187865585E7,8767.35,7438.17,8821.4,md,27943,212,8,78,76,50,758.6873,333.87142857142857
2013_ma_essex,0,126,64,1,ma,126978.0,102466.0,24512.0,0.193,71.0,0.5709,0.4291,0.8808,0.0153,0.0749,0.029,0.2761,1.02,1.10225293295E9,9.5837866652E8,9.9136468501E8,10757.26,9353.14,9675.06,ma,20209,3284,247,1053,921,1063,16250.186,115.67142857142858
2010_mo_cass,0,100,68,1,mo,14794.0,9806.0,4988.0,0.3372,72.0,0.5608,0.4392,0.961,0.0209,0.0091,0.009,0.1431,0.92,8.52401516E7,8.668338965E7,9.787190708E7,8692.65,8839.83,9980.82,mo,8113,995,44,306,292,353,12264.268,185.5
2012_nm_chaves,0,56,42,1,nm,10855.0,10337.0,518.0,0.0477,71.0,0.5376,0.4624,0.6721,0.0157,0.2979,0.0144,0.2807,0.95,8.423263096E7,8.224288466E7,8.958503476E7,8148.65,7956.17,8666.44,nm,16100,468,41,171,147,109,2906.8323,266.58000000000004
2010_ny_ulster,0,115,54,1,ny,30878.0,25377.0,5501.0,0.1782,72.0,0.5512,0.4488,0.9175,0.0348,0.0306,0.0171,0.2008,0.99,2.2604244505E8,2.0722756177E8,2.1755680906E8,8907.37,8165.96,8572.99,ny,10863,1743,114,629,569,431,16045.292,147.30833333333334
2014_nc_franklin,0,84,51,1,nc,10057.0,7019.0,3038.0,0.3021,69.0,0.5422,0.4578,0.6807,0.298,0.0095,0.0117,0.2844,1.01,6.42137925E7,6.334031747E7,6.495819775E7,9148.57,9024.12,9254.62,nc,51950,460,41,153,143,123,885.46674,201.67000000000002
2010_nc_gaston,0,94,60,1,nc,35140.0,28329.0,6811.0,0.1938,70.0,0.5801,0.4199,0.8707,0.1101,0.0078,0.0114,0.2559,1.03,2.7545274905E8,2.6921851154E8,2.7672007705E8,9723.35,9503.28,9768.08,nc,13656,925,77,351,260,237,6773.579,217.0583333333333
2011_nc_macon,0,97,50,1,nc,9389.0,8470.0,919.0,0.0979,72.0,0.556,0.444,0.9762,0.006,0.0078,0.01,0.1677,0.85,5.567617731E7,5.479099549E7,6.787593212E7,6573.34,6468.83,8013.69,nc,29526,327,21,132,84,90,1107.4984,198.575
2014_sc_aiken,0,87,54,1,sc,32435.0,25271.0,7164.0,0.2209,71.0,0.5486,0.4514,0.8075,0.1665,0.0104,0.0156,0.1448,0.9,2.0756794229E8,2.0941354312E8,2.4818145875E8,8213.68,8286.71,9820.8,sc,104958,844,57,296,263,228,804.1312,176.20909090909092
2013_tn_dyer,0,66,58,1,tn,7942.0,6997.0,945.0,0.119,70.0,0.5565,0.4435,0.898,0.0896,0.0044,0.008,0.288,1.05,6.8873077E7,7.410448129E7,7.614040331E7,9843.23,10590.89,10881.86,tn,17294,507,35,154,154,164,2931.6526,359.29999999999995
2013_tx_montgomery,0,150,67,1,tx,61130.0,38808.0,22322.0,0.3652,71.0,0.5491,0.4509,0.8975,0.0314,0.0509,0.0202,0.116,0.99,4.3936332772E8,4.363447513E8,4.6016977936E8,11321.46,11243.68,11857.6,tx,409688,1150,71,287,457,335,280.70142,188.92857142857142
2010_va_caroline,0,143,77,1,va,4140.0,3480.0,660.0,0.1594,71.0,0.5434,0.4566,0.6376,0.3417,0.008,0.0126,0.1753,0.98,3.401052009E7,3.211416237E7,3.42849447E7,9773.14,9228.21,9852.0,va,27434,191,14,75,55,47,696.2164,232.5111111111111
2010_wv_raleigh,0,87,58,1,wv,17322.0,13984.0,3338.0,0.1927,68.0,0.5174,0.4826,0.9253,0.062,0.0046,0.0081,0.2363,0.99,1.1406310414E8,1.1863823112E8,1.1799818698E8,8156.69,8483.86,8438.09,wv,17614,460,36,175,146,103,2611.559,291.87
2013_ca_glenn,0,101,64,1,ca,4921.0,4822.0,99.0,0.0201,72.0,0.5286,0.4714,0.799,0.0068,0.1522,0.0419,0.2538,0.91,4.282009846E7,3.586286589E7,4.101668826E7,8880.15,7437.34,8506.16,ca,7420,430,41,124,160,105,5795.1484,330.975
2014_co_larimer,0,140,80,1,co,47107.0,33261.0,13846.0,0.2939,72.0,0.5505,0.4495,0.9284,0.004,0.04,0.0275,0.1369,0.81,2.5295330259E8,2.4816708495E8,3.1838486982E8,7605.1,7461.2,9572.32,co,81522,845,66,308,235,236,1036.53,111.72499999999998
2012_fl_pinellas,0,108,59,1,fl,201263.0,112503.0,88760.0,0.441,73.0,0.5656,0.4344,0.8901,0.0562,0.0297,0.0239,0.1984,1.1,1.28315340803E9,1.31074013112E9,1.24589316614E9,11405.5,11650.71,11074.31,fl,5052,24,0,0,0,24,475.05942,184.13333333333333
2010_in_delaware,0,108,73,1,in,20422.0,18432.0,1990.0,0.0974,71.0,0.5552,0.4448,0.9332,0.0538,0.0036,0.0094,0.1942,0.99,1.6365906456E8,1.6442261244E8,1.6990353526E8,8879.07,8920.5,9217.86,in,70085,434,30,146,142,116,619.24805,246.26999999999998
2013_ia_polk,0,99,61,1,ia,58386.0,46766.0,11620.0,0.199,72.0,0.5766,0.4234,0.9116,0.0431,0.0167,0.0286,0.1982,0.92,3.5253243205E8,3.5397261475E8,4.1284369128E8,7538.22,7569.02,8827.86,ia,15683,1795,127,542,589,537,11445.514,171.29166666666666
2013_ks_wyandotte,0,100,69,1,ks,21403.0,14589.0,6814.0,0.3184,69.0,0.5545,0.4455,0.6068,0.3077,0.068,0.0175,0.2618,1.11,1.5572313186E8,1.5695925876E8,1.4742263986E8,10674.01,10758.74,10105.05,ks,7450,305,18,97,93,97,4093.9595,134.25384615384615
2012_mi_kalamazoo,0,192,97,1,mi,39447.0,27737.0,11710.0,0.2969,71.0,0.5607,0.4393,0.8704,0.094,0.0132,0.0224,0.2046,0.98,2.3975271321E8,2.2895810713E8,2.4980791504E8,8643.79,8254.61,9006.31,mi,892,1032,87,335,314,296,115695.07,215.82499999999996
2011_mi_monroe,0,80,67,1,mi,25312.0,18984.0,6328.0,0.25,71.0,0.545,0.455,0.9549,0.0195,0.0144,0.0112,0.1705,1.06,1.9589822824E8,1.911237736E8,1.8756242142E8,10319.12,10067.62,9880.03,mi,115205,444,42,128,125,149,385.39993,192.45999999999998
2010_nm_socorro,0,23,20,0,nm,2646.0,2261.0,385.0,0.1455,69.0,0.5069,0.4931,0.5192,0.0053,0.4025,0.073,0.3414,0.83,1.494557638E7,1.489787416E7,1.888161434E7,6610.16,6589.06,8351.0,nm,1910,115,5,25,21,64,6020.9424,173.68
2014_nc_haywood,0,105,64,1,nc,16244.0,11434.0,4810.0,0.2961,71.0,0.5539,0.4461,0.9683,0.0099,0.0058,0.0161,0.2061,0.92,8.910516877E7,9.308500036E7,1.0930537615E8,7793.0,8141.07,9559.68,nc,9712,515,30,185,168,132,5302.7183,246.1125
2010_oh_summit,0,140,89,1,oh,87683.0,49526.0,38157.0,0.4352,72.0,0.5556,0.4444,0.8409,0.1386,0.006,0.0145,0.2302,1.11,5.0447733958E8,5.0145530418E8,4.7495224761E8,10186.11,10125.09,9589.96,oh,7437,2494,122,840,804,728,33535.027,214.92307692307693
2014_pa_clearfield,0,93,46,1,pa,17948.0,10743.0,7205.0,0.4014,70.0,0.5558,0.4442,0.9829,0.0031,0.0036,0.0104,0.2978,1.04,9.93416648E7,9.951670648E7,1.018766189E8,9247.11,9263.4,9483.07,pa,6091,729,38,215,188,288,11968.478,175.875
2013_vt_bennington,0,101,51,1,vt,8478.0,7805.0,673.0,0.0794,71.0,0.5525,0.4475,0.9685,0.0049,0.0074,0.0192,0.2814,0.94,6.677012467E7,6.181617678E7,7.086720701E7,8554.79,7920.07,9079.72,vt,15492,318,19,106,78,115,2052.6724,322.62857142857143
2012_va_wythe,0,133,64,1,va,6857.0,5622.0,1235.0,0.1801,70.0,0.5518,0.4482,0.9628,0.0247,0.003,0.0094,0.2419,0.95,4.823826909E7,4.849250318E7,5.41375597E7,8580.27,8625.49,9629.59,va,14718,349,11,116,109,113,2371.246,251.06000000000003
2011_wi_dodge,0,115,67,1,wi,14394.0,10456.0,3938.0,0.2736,73.0,0.5731,0.4269,0.9768,0.0033,0.0076,0.0123,0.1637,0.94,8.031848758E7,7.62085176E7,8.744981491E7,7681.57,7288.5,8363.6,wi,16285,885,19,257,235,374,5434.449,194.35
2013_ca_merced,0,164,112,1,ca,29748.0,27087.0,2661.0,0.0895,71.0,0.538,0.462,0.563,0.05,0.3227,0.0643,0.3505,1.05,2.7169570856E8,2.1562384103E8,2.1390678365E8,10030.48,7960.42,7897.03,ca,5071,1401,129,491,480,301,27627.686,461.02666666666664
2013_fl_citrus,0,75,47,1,fl,50023.0,35649.0,14374.0,0.2873,73.0,0.5284,0.4716,0.9391,0.0167,0.0235,0.0206,0.1316,0.99,3.3135697617E8,3.4634088747E8,3.8092654943E8,9294.99,9715.3,10685.48,fl,3041,3,0,0,0,3,98.651764,171.4909090909091
2012_fl_columbia,0,153,54,1,fl,12482.0,10684.0,1798.0,0.144,70.0,0.5371,0.4629,0.849,0.1173,0.02,0.0137,0.2763,1.04,1.087855914E8,1.070392514E8,1.0625044121E8,10182.1,10018.65,9944.82,fl,12190,3,0,0,0,3,24.610336,263.17272727272723
2012_ks_shawnee,0,150,90,1,ks,32023.0,30018.0,2005.0,0.0626,71.0,0.5583,0.4417,0.8677,0.0714,0.0394,0.0215,0.1779,0.93,2.5119700052E8,2.6203473367E8,2.9515282143E8,8368.21,8729.25,9832.53,ks,47156,230,16,53,102,59,487.7428,153.94285714285712
2014_me_sagadahoc,0,80,46,1,me,7694.0,5570.0,2124.0,0.2761,71.0,0.5521,0.4479,0.9688,0.0041,0.0047,0.0224,0.2549,0.86,4.26493473E7,4.130186023E7,4.699976018E7,7656.97,7415.06,8438.02,me,8690,382,8,107,136,131,4395.8574,104.57142857142857
2011_ma_plymouth,0,70,57,1,ma,77698.0,66490.0,11208.0,0.1443,71.0,0.563,0.437,0.9165,0.0368,0.0219,0.0248,0.2276,0.97,7.5764355507E8,6.4077814915E8,6.5538801028E8,11394.85,9637.21,9856.94,ma,25285,2670,226,875,672,897,10559.62,122.42999999999999
2014_mn_winona,0,110,57,1,mn,8240.0,4592.0,3648.0,0.4427,72.0,0.5416,0.4584,0.9654,0.0048,0.0065,0.0233,0.2001,0.93,3.679847818E7,3.328400279E7,3.932668949E7,8013.61,7248.26,8564.17,mn,14430,312,22,81,125,84,2162.162,218.0375
2011_mt_ravalli,0,153,61,1,mt,9120.0,7544.0,1576.0,0.1728,72.0,0.5065,0.4935,0.9731,0.0023,0.0095,0.0151,0.1243,0.76,4.391078449E7,4.276456295E7,6.090479377E7,5820.62,5668.69,8073.28,mt,33432,327,23,102,97,105,978.1048,82.475
2010_nj_warren,0,112,60,1,nj,16682.0,15459.0,1223.0,0.0733,73.0,0.5773,0.4227,0.9431,0.0184,0.0213,0.0172,0.1307,1.02,1.6503294719E8,1.5086709317E8,1.4884254288E8,10675.53,9759.18,9628.21,nj,9724,1194,42,333,446,373,12278.897,170.53636363636363
2012_ny_steuben,0,100,51,1,ny,19212.0,14044.0,5168.0,0.269,71.0,0.5425,0.4575,0.9652,0.0121,0.0044,0.0183,0.2512,0.93,9.764732166E7,9.793699415E7,1.0845771935E8,6952.96,6973.58,7722.71,ny,8612,759,28,261,242,228,8813.283,168.825
2012_nc_lincoln,0,154,74,1,nc,13045.0,11310.0,1735.0,0.133,70.0,0.5495,0.4505,0.925,0.0525,0.0124,0.0101,0.2036,0.94,9.406585339E7,9.579911673E7,1.1094230496E8,8317.05,8470.3,9809.22,nc,10675,379,31,173,83,92,3550.3513,168.77
2012_nc_new hanover,0,122,54,1,nc,34711.0,31946.0,2765.0,0.0797,71.0,0.5659,0.4341,0.8252,0.1505,0.0088,0.0155,0.1682,0.91,2.7434142106E8,2.6919079637E8,3.214376358E8,8587.66,8426.43,10061.91,nc,88381,850,71,321,262,196,961.7452,136.6
2010_wi_eau claire,0,93,71,1,wi,15102.0,10688.0,4414.0,0.2923,72.0,0.5633,0.4367,0.9722,0.0044,0.0029,0.0205,0.1858,0.91,7.620268861E7,7.558163421E7,8.60209142E7,7129.74,7071.63,8048.36,wi,65883,606,43,197,188,178,919.8124,158.0375
2013_wi_kenosha,0,133,70,1,wi,24052.0,18402.0,5650.0,0.2349,70.0,0.5623,0.4377,0.8951,0.0483,0.0371,0.0195,0.2232,0.95,1.6895162688E8,1.6604022801E8,1.8465070871E8,9181.16,9022.94,10034.27,wi,100418,915,73,264,292,286,911.1912,177.07999999999998
2014_al_houston,0,80,52,1,al,20784.0,17745.0,3039.0,0.1462,70.0,0.5718,0.4282,0.7603,0.2216,0.0077,0.0104,0.2685,0.95,1.4840996935E8,1.6474530598E8,1.8369736782E8,8363.48,9284.04,10352.06,al,2164,91,3,31,0,57,4205.1753,214.72000000000003
2014_al_russell,0,108,58,1,al,10223.0,7811.0,2412.0,0.2359,69.0,0.5587,0.4413,0.6523,0.3277,0.0105,0.0095,0.2244,1.06,7.065335096E7,7.411795287E7,7.49418634E7,9045.37,9488.92,9594.4,al,26936,3,0,0,0,3,11.137511,299.64
2013_az_maricopa,0,187,105,1,az,527184.0,282618.0,244566.0,0.4639,72.0,0.536,0.464,0.8582,0.0336,0.0682,0.0401,0.0828,0.93,2.65266640193E9,2.54453229579E9,3.0287334928E9,9386.05,9003.43,10716.7,az,79400,1046,77,384,329,256,1317.3804,276.18125
2011_ar_sebastian,0,74,70,1,ar,21178.0,15480.0,5698.0,0.2691,70.0,0.5671,0.4329,0.8869,0.0521,0.0171,0.0439,0.2266,0.94,1.2336984938E8,1.3635154931E8,1.4812339901E8,7969.63,8808.24,9568.7,ar,9020,816,56,228,336,196,9046.563,161.29999999999998
2011_ca_napa,0,120,66,1,ca,22532.0,13083.0,9449.0,0.4194,73.0,0.511,0.489,0.8419,0.0171,0.0967,0.0443,0.1659,0.97,1.3917337973E8,1.0622926235E8,1.1315953598E8,10637.73,8119.64,8649.36,ca,77819,886,71,293,304,218,1138.5394,267.47499999999997
2010_fl_polk,0,122,63,1,fl,112393.0,71440.0,40953.0,0.3644,72.0,0.5479,0.4521,0.861,0.0771,0.0477,0.0142,0.1719,1.05,7.2271715165E8,7.4717181403E8,7.3028571532E8,10116.42,10458.73,10222.36,fl,5626,16,0,0,0,16,284.3939,206.3384615384615
2011_mn_scott,0,101,48,1,mn,11375.0,5137.0,6238.0,0.5484,71.0,0.5412,0.4588,0.9395,0.0105,0.0097,0.0403,0.1659,0.92,4.431864259E7,4.13803709E7,4.607652541E7,8627.34,8055.36,8969.54,mn,27119,1124,53,327,449,295,4144.696,174.09
2012_ms_harrison,0,136,64,1,ms,29707.0,26342.0,3365.0,0.1133,70.0,0.5468,0.4532,0.7876,0.1723,0.0143,0.0258,0.2435,1.01,2.620030043E8,2.7627865042E8,2.856687905E8,9946.21,10488.14,10844.61,ms,69369,1194,70,402,403,319,1721.23,277.7583333333333
2013_mt_gallatin,0,76,48,1,mt,10863.0,8774.0,2089.0,0.1923,72.0,0.5239,0.4761,0.9652,0.0019,0.008,0.0248,0.1016,0.76,5.785502463E7,5.78058688E7,8.390533751E7,6593.92,6588.31,9562.95,mt,39167,497,24,159,129,185,1268.9253,94.52499999999999
2011_nv_lyon,0,133,61,1,nv,9790.0,7747.0,2043.0,0.2087,70.0,0.5023,0.4977,0.9095,0.005,0.0483,0.0372,0.1222,0.84,5.842731358E7,5.29664501E7,6.54886731E7,7541.93,6837.03,8453.42,nv,49344,168,14,38,69,47,340.46692,239.16666666666666
2011_nc_alamance,0,108,62,1,nc,26620.0,15390.0,11230.0,0.4219,71.0,0.5724,0.4276,0.8069,0.1689,0.0118,0.0124,0.2247,0.98,1.3368721723E8,1.3046903652E8,1.40713066E8,8686.63,8477.52,9143.15,nc,50597,959,87,401,256,215,1895.3693,217.91818181818186
2012_nc_macon,0,90,46,1,nc,9684.0,8591.0,1093.0,0.1129,72.0,0.5523,0.4477,0.9749,0.0055,0.008,0.0116,0.1634,0.84,5.518988144E7,5.511187175E7,6.901529747E7,6424.15,6415.07,8033.44,nc,29572,284,23,113,73,75,960.3679,196.8
2012_nc_wayne,0,80,57,1,nc,20886.0,19390.0,1496.0,0.0716,69.0,0.5674,0.4326,0.6521,0.3268,0.0089,0.0123,0.2762,0.98,1.7664078405E8,1.7371717107E8,1.8623416877E8,9109.89,8959.11,9604.65,nc,80376,572,65,258,119,130,711.6552,245.11666666666667
2014_ri_providence,0,121,58,1,ri,99814.0,56700.0,43114.0,0.4319,69.0,0.5638,0.4362,0.7797,0.06,0.1165,0.0439,0.3619,1.05,5.8878040121E8,5.0863501366E8,4.9515097497E8,10384.13,8970.64,8732.82,ri,34309,2585,199,1050,744,592,7534.466,206.15333333333328
2014_sc_anderson,0,74,50,1,sc,39975.0,27520.0,12455.0,0.3116,71.0,0.5561,0.4439,0.883,0.0984,0.0072,0.0114,0.1627,0.93,2.5363899326E8,2.5377893192E8,2.8459341464E8,9216.53,9221.62,10341.33,sc,890,963,69,304,337,253,108202.24,248.8181818181818
2010_sc_florence,0,89,62,1,sc,22763.0,21352.0,1411.0,0.062,70.0,0.5684,0.4316,0.6456,0.3446,0.0037,0.0062,0.2653,1.01,1.9596680238E8,1.9979643339E8,2.0916082791E8,9177.91,9357.27,9795.84,sc,37056,1024,85,342,323,274,2763.3853,221.48000000000002
2010_sc_greenville,0,122,77,1,sc,68928.0,52339.0,16589.0,0.2407,71.0,0.5765,0.4235,0.8502,0.1262,0.0118,0.0117,0.1647,0.94,4.4553531923E8,4.3978470329E8,4.90345752E8,8512.49,8402.62,9368.65,sc,322389,1791,138,617,570,466,555.54004,170.79999999999998
2011_tx_nueces,0,154,69,1,tx,47145.0,26925.0,20220.0,0.4289,70.0,0.5504,0.4496,0.5597,0.0408,0.3831,0.0164,0.257,1.15,2.9743142053E8,3.0530790314E8,2.7329075924E8,11046.66,11339.2,10150.07,tx,311637,876,76,312,243,245,281.09628,276.9
2014_tx_rockwall,0,105,54,1,tx,10565.0,7970.0,2595.0,0.2456,72.0,0.556,0.444,0.8875,0.0399,0.0444,0.0282,0.1035,0.92,8.107938315E7,8.058505474E7,8.996075355E7,10173.07,10111.05,11287.42,tx,20677,262,13,73,141,35,1267.1084,186.20999999999998
2013_ca_san diego,1,617,101,1,ca,399613.0,208651.0,190962.0,0.4779,72.0,0.5338,0.4662,0.6791,0.0463,0.1605,0.1141,0.2502,1.01,2.17402869784E9,1.8719446394E9,1.85443835125E9,10419.45,8971.65,8887.75,ca,96712,4740,467,1740,1583,950,4901.15,284.95625
2010_co_larimer,0,140,90,1,co,38356.0,28181.0,10175.0,0.2653,73.0,0.5575,0.4425,0.9428,0.0034,0.0385,0.0152,0.1256,0.86,2.1762501071E8,2.1544229529E8,2.5503760417E8,7722.4,7644.95,9049.98,co,66859,943,69,359,261,254,1410.4309,115.85833333333333
2011_in_monroe,0,99,66,1,in,15964.0,13450.0,2514.0,0.1575,72.0,0.5703,0.4297,0.9633,0.0149,0.0048,0.017,0.1771,0.93,1.0650080859E8,1.0890976012E8,1.2207664581E8,7918.28,8097.38,9076.33,in,80816,514,48,145,164,157,636.0127,95.91
2014_in_wabash,0,108,50,1,in,7497.0,4479.0,3018.0,0.4026,72.0,0.5738,0.4262,0.9757,0.0029,0.0056,0.0159,0.2119,0.97,3.605920778E7,3.58308067E7,3.752698406E7,8050.73,7999.73,8378.43,in,15822,54,0,10,14,30,341.2969,239.65714285714287
2011_ky_greenup,0,151,61,1,ky,8602.0,7172.0,1430.0,0.1662,69.0,0.5319,0.4681,0.9862,0.0052,0.002,0.0067,0.2214,1.04,7.095948868E7,7.183698834E7,7.058805786E7,9893.96,10016.31,9842.17,ky,7474,300,3,62,68,167,4013.915,230.21428571428572
2014_ky_pike,0,104,58,1,ky,15769.0,12306.0,3463.0,0.2196,64.0,0.4747,0.5253,0.9906,0.0025,0.002,0.005,0.3158,0.96,1.0245132341E8,9.886558362E7,1.0817581108E8,8325.31,8033.93,8790.49,ky,53559,255,4,67,85,99,476.11044,247.375
2014_md_charles,0,122,64,1,md,17472.0,16202.0,1270.0,0.0727,71.0,0.5592,0.4408,0.6525,0.3011,0.014,0.0323,0.1553,1.02,1.6990222723E8,1.4547394648E8,1.5229241983E8,10486.5,8978.76,9399.61,md,145533,439,49,165,132,93,301.64978,214.31666666666663
2011_mo_stoddard,0,76,59,1,mo,7013.0,6147.0,866.0,0.1235,70.0,0.5612,0.4388,0.9815,0.0107,0.0031,0.0047,0.3179,0.94,5.089636112E7,5.254008831E7,5.651661082E7,8279.87,8547.27,9194.18,mo,15569,322,22,89,119,92,2068.2124,184.8125
2010_nv_elko,0,139,38,1,nv,4410.0,4179.0,231.0,0.0524,71.0,0.5078,0.4922,0.8366,0.005,0.0888,0.0696,0.1369,0.83,3.102812119E7,2.924197353E7,3.69930778E7,7424.77,6997.36,8852.14,nv,18297,546,26,160,170,190,2984.0957,124.32000000000002
